# Please cite this paper in any communication about any use of Correct@TDS : 
#  Coming soon...
#  Average over 10000 waveforms. Timestamp: unknown
#  timeaxis (ps) 	 E-field
-7.364121276078217306e+02	1.979840783869739156e-03
-7.363787945602882701e+02	2.004291651551561894e-03
-7.363454615127549232e+02	2.020621440637975549e-03
-7.363121284652214626e+02	2.053572533554140576e-03
-7.362787954176880021e+02	2.083447883464440917e-03
-7.362454623701545415e+02	2.125953366041591006e-03
-7.362121293226210810e+02	2.169347559830136964e-03
-7.361787962750876204e+02	2.229616273390915178e-03
-7.361454632275542735e+02	2.280513868042882870e-03
-7.361121301800208130e+02	2.350972810106748828e-03
-7.360787971324873524e+02	2.377235619967106410e-03
-7.360454640849538919e+02	2.447674511125160369e-03
-7.360121310374204313e+02	2.487427978330939652e-03
-7.359787979898869708e+02	2.523080147658429782e-03
-7.359454649423536239e+02	2.574144933768258894e-03
-7.359121318948201633e+02	2.590988366175698502e-03
-7.358787988472867028e+02	2.624453738267589105e-03
-7.358454657997532422e+02	2.668656706610393180e-03
-7.358121327522197817e+02	2.673550089784192466e-03
-7.357787997046863211e+02	2.670052314732326154e-03
-7.357454666571529742e+02	2.686708628698610858e-03
-7.357121336096195137e+02	2.669206052314971721e-03
-7.356788005620860531e+02	2.697854688232714706e-03
-7.356454675145525925e+02	2.687635544564645831e-03
-7.356121344670191320e+02	2.670416190724509645e-03
-7.355788014194856714e+02	2.682025266746779820e-03
-7.355454683719523246e+02	2.671020297735973541e-03
-7.355121353244188640e+02	2.721903861133643035e-03
-7.354788022768854034e+02	2.738774631509694607e-03
-7.354454692293519429e+02	2.747795464712113334e-03
-7.354121361818184823e+02	2.730022152712436364e-03
-7.353788031342851355e+02	2.746358262670690279e-03
-7.353454700867516749e+02	2.744279292500898144e-03
-7.353121370392182143e+02	2.762222083527130466e-03
-7.352788039916847538e+02	2.756381401767068855e-03
-7.352454709441512932e+02	2.756780594951191952e-03
-7.352121378966178327e+02	2.788018836450456388e-03
-7.351788048490844858e+02	2.785682723271381417e-03
-7.351454718015510252e+02	2.768287022556312638e-03
-7.351121387540175647e+02	2.782570042042863383e-03
-7.350788057064841041e+02	2.773708400427922320e-03
-7.350454726589506436e+02	2.748703181923098024e-03
-7.350121396114171830e+02	2.731058047918022598e-03
-7.349788065638838361e+02	2.717436194596979746e-03
-7.349454735163503756e+02	2.721947562128619862e-03
-7.349121404688169150e+02	2.694060932279741544e-03
-7.348788074212834545e+02	2.668116031160203648e-03
-7.348454743737499939e+02	2.635610009294509642e-03
-7.348121413262165333e+02	2.631253816037821582e-03
-7.347788082786831865e+02	2.598723847802414475e-03
-7.347454752311497259e+02	2.571989731393405261e-03
-7.347121421836162654e+02	2.570124151294099664e-03
-7.346788091360828048e+02	2.542072427046823940e-03
-7.346454760885493442e+02	2.511491348668118059e-03
-7.346121430410158837e+02	2.498192953565056985e-03
-7.345788099934825368e+02	2.527119062127298078e-03
-7.345454769459490763e+02	2.509042178680147891e-03
-7.345121438984156157e+02	2.497063272469146090e-03
-7.344788108508821551e+02	2.505843475617196454e-03
-7.344454778033486946e+02	2.487232411248398428e-03
-7.344121447558152340e+02	2.507208697184655413e-03
-7.343788117082818871e+02	2.507967414005109977e-03
-7.343454786607484266e+02	2.484097615748547851e-03
-7.343121456132149660e+02	2.517340898652199385e-03
-7.342788125656815055e+02	2.522778876328287539e-03
