# Please cite this paper in any communication about any use of Correct@TDS : 
#  Coming soon...
#  Average over 10000 waveforms. Timestamp: unknown
#  timeaxis (ps) 	 E-field
-7.376121173190256286e+02	1.664850176453072910e-03
-7.375787842714921680e+02	1.621473164420780605e-03
-7.375454512239587075e+02	1.657510190635740760e-03
-7.375121181764253606e+02	1.650467651546658069e-03
-7.374787851288919001e+02	1.661971944046753465e-03
-7.374454520813584395e+02	1.739590125952134416e-03
-7.374121190338249789e+02	1.594702657642016940e-03
-7.373787859862915184e+02	1.731837731781967881e-03
-7.373454529387580578e+02	1.705788258215552855e-03
-7.373121198912247110e+02	1.755916447727578263e-03
-7.372787868436912504e+02	1.643124093731281564e-03
-7.372454537961577898e+02	1.708669716593412330e-03
-7.372121207486243293e+02	1.750945049978111989e-03
-7.371787877010908687e+02	1.667388075389930743e-03
-7.371454546535574082e+02	1.762026045814400537e-03
-7.371121216060240613e+02	1.715259352215639044e-03
-7.370787885584906007e+02	1.664228632875713442e-03
-7.370454555109571402e+02	1.722104544716204343e-03
-7.370121224634236796e+02	1.678851336209152834e-03
-7.369787894158902191e+02	1.741498186344412301e-03
-7.369454563683567585e+02	1.747905826713110414e-03
-7.369121233208234116e+02	1.769556353554131104e-03
-7.368787902732899511e+02	1.707832156618735182e-03
-7.368454572257564905e+02	1.609808279103549199e-03
-7.368121241782230300e+02	1.659567948042676294e-03
-7.367787911306895694e+02	1.693399299712807903e-03
-7.367454580831561088e+02	1.667293419705408045e-03
-7.367121250356227620e+02	1.738602131857840084e-03
-7.366787919880893014e+02	1.749995231577518512e-03
-7.366454589405558409e+02	1.729787416491066670e-03
-7.366121258930223803e+02	1.677714655212656772e-03
-7.365787928454889197e+02	1.708692308574623906e-03
-7.365454597979555729e+02	1.714301639915682398e-03
-7.365121267504221123e+02	1.727014585250282071e-03
-7.364787937028886518e+02	1.785905844721816758e-03
-7.364454606553551912e+02	1.747289852991468001e-03
-7.364121276078217306e+02	1.635429211182134156e-03
-7.363787945602882701e+02	1.786655745729462830e-03
-7.363454615127549232e+02	1.705309204142278724e-03
-7.363121284652214626e+02	1.755835424847437039e-03
-7.362787954176880021e+02	1.706071788966921285e-03
-7.362454623701545415e+02	1.711815088247362103e-03
-7.362121293226210810e+02	1.752658536645232629e-03
-7.361787962750876204e+02	1.715956897885327972e-03
-7.361454632275542735e+02	1.728868879413970189e-03
-7.361121301800208130e+02	1.786406163092136299e-03
-7.360787971324873524e+02	1.725406859407505522e-03
-7.360454640849538919e+02	1.705826618688416384e-03
